order_type,payment_method,Month,day Of Week,Hour,Discount Category,order_id
Takeaway,Debit Card,September,Saturday,11,High Discount,120723
Dine-in,Wallet,September,Saturday,14,No Discount,120737
Delivery,Credit Card,September,Saturday,16,Medium Discount,120833
Delivery,Cash,September,Saturday,10,High Discount,120864
Dine-in,UPI,September,Saturday,20,Medium Discount,121056
Dine-in,Cash,September,Saturday,20,Low Discount,121142
Dine-in,Debit Card,September,Saturday,15,High Discount,121300
Takeaway,UPI,September,Saturday,18,Low Discount,122487
Dine-in,Cash,September,Saturday,15,No Discount,122956
Dine-in,UPI,September,Saturday,14,No Discount,123131
Delivery,Credit Card,September,Saturday,15,Medium Discount,123347
Delivery,Credit Card,September,Saturday,20,No Discount,123611
Takeaway,UPI,September,Saturday,14,No Discount,123722
Dine-in,Cash,September,Saturday,18,No Discount,123724
Dine-in,UPI,September,Saturday,13,Low Discount,124720
Takeaway,Credit Card,September,Saturday,13,No Discount,125154
Delivery,Wallet,September,Saturday,15,Low Discount,125544
Dine-in,Cash,September,Saturday,19,Medium Discount,125654
Dine-in,Cash,September,Saturday,21,High Discount,125690
Takeaway,Debit Card,September,Saturday,21,Medium Discount,125743
Takeaway,Cash,September,Saturday,14,High Discount,126635
Delivery,Debit Card,September,Saturday,11,High Discount,127931
Dine-in,Credit Card,September,Saturday,13,High Discount,128146
Dine-in,Cash,September,Saturday,12,Low Discount,129003
Takeaway,Cash,September,Saturday,14,Low Discount,129094
Takeaway,Credit Card,September,Saturday,20,No Discount,129175
Dine-in,UPI,September,Saturday,12,High Discount,129226
Takeaway,Cash,September,Saturday,18,Low Discount,130671
Delivery,Debit Card,September,Saturday,14,No Discount,130759
Delivery,Cash,September,Saturday,10,Medium Discount,131276
Takeaway,Wallet,September,Saturday,19,No Discount,131359
Takeaway,Debit Card,September,Saturday,15,No Discount,131442
Dine-in,UPI,September,Saturday,10,No Discount,132408
Dine-in,Debit Card,September,Saturday,16,No Discount,132567
Dine-in,Wallet,September,Saturday,15,High Discount,132994
Delivery,Credit Card,September,Saturday,13,High Discount,133521
Dine-in,Debit Card,September,Saturday,16,Medium Discount,134250
Dine-in,UPI,September,Saturday,12,Medium Discount,134553
Dine-in,Debit Card,September,Saturday,16,High Discount,136152
Delivery,Cash,September,Saturday,15,High Discount,137079
Takeaway,UPI,September,Saturday,19,No Discount,137099
Delivery,Wallet,September,Saturday,17,High Discount,137760
Takeaway,Wallet,September,Saturday,22,High Discount,138432
Takeaway,Cash,September,Saturday,19,High Discount,138447
Dine-in,Cash,September,Saturday,10,Medium Discount,138601
Dine-in,Credit Card,September,Saturday,15,Medium Discount,138822
Dine-in,Credit Card,September,Saturday,14,Low Discount,139422
Takeaway,Wallet,September,Saturday,13,No Discount,139730
Delivery,Debit Card,September,Saturday,15,Medium Discount,140023
Delivery,Wallet,September,Saturday,19,Low Discount,140174
Takeaway,Credit Card,September,Saturday,18,No Discount,140254
Takeaway,UPI,September,Saturday,20,No Discount,140498
Takeaway,Cash,September,Saturday,14,No Discount,140643
Takeaway,Debit Card,September,Saturday,20,High Discount,141028
Takeaway,Wallet,September,Saturday,20,No Discount,141865
Dine-in,UPI,September,Saturday,12,No Discount,142046
Delivery,UPI,September,Saturday,15,High Discount,142063
Dine-in,Wallet,September,Saturday,19,Medium Discount,142902
Dine-in,Cash,September,Saturday,17,No Discount,142955
Dine-in,Cash,September,Saturday,11,High Discount,143495
Dine-in,Cash,September,Saturday,20,Low Discount,143602
Takeaway,Wallet,September,Saturday,19,High Discount,143700
Dine-in,UPI,September,Saturday,21,Medium Discount,144300
Dine-in,UPI,September,Saturday,20,Medium Discount,144643
Takeaway,Debit Card,September,Saturday,13,High Discount,145037
Takeaway,Wallet,September,Saturday,21,Low Discount,145159
Delivery,Debit Card,September,Saturday,22,High Discount,146148
Dine-in,Wallet,September,Saturday,13,No Discount,146586
Delivery,UPI,September,Saturday,15,No Discount,147171
Dine-in,Cash,September,Saturday,15,No Discount,147768
Takeaway,Cash,September,Saturday,17,No Discount,147778
Dine-in,UPI,September,Saturday,19,Low Discount,148108
Takeaway,Wallet,September,Saturday,18,No Discount,148464
Delivery,Cash,September,Saturday,11,No Discount,148604
Dine-in,Debit Card,September,Saturday,15,Medium Discount,149303
Delivery,Wallet,September,Saturday,21,High Discount,149363
Dine-in,UPI,September,Saturday,22,High Discount,149444
Dine-in,Debit Card,September,Saturday,15,No Discount,149750
Delivery,Cash,October,Monday,15,No Discount,100005
Takeaway,Credit Card,October,Monday,13,Medium Discount,100338
Delivery,UPI,October,Monday,10,Medium Discount,100441
Delivery,Debit Card,October,Monday,11,High Discount,100631
Takeaway,UPI,October,Monday,16,High Discount,100988
Takeaway,UPI,October,Monday,19,Low Discount,101384
Dine-in,Credit Card,October,Monday,19,No Discount,101827
Dine-in,Wallet,October,Monday,21,No Discount,102203
Takeaway,Credit Card,October,Monday,14,No Discount,102482
Takeaway,Cash,October,Monday,21,Medium Discount,102534
Delivery,Credit Card,October,Monday,22,Low Discount,102595
Takeaway,Cash,October,Monday,18,Medium Discount,102821
Dine-in,Wallet,October,Monday,15,Medium Discount,103162
Delivery,Credit Card,October,Monday,22,High Discount,103428
Delivery,Wallet,October,Monday,12,No Discount,103671
Takeaway,Debit Card,October,Monday,15,High Discount,104125
Dine-in,Credit Card,October,Monday,11,No Discount,104537
Dine-in,UPI,October,Monday,18,High Discount,104552
Delivery,Cash,October,Monday,18,Medium Discount,104673
Delivery,Credit Card,October,Monday,16,High Discount,104895
Dine-in,Cash,October,Monday,10,No Discount,105444
Dine-in,Credit Card,October,Monday,13,Medium Discount,105578
Dine-in,Debit Card,October,Monday,19,High Discount,107925
Delivery,Credit Card,October,Monday,16,No Discount,108114
Dine-in,Credit Card,October,Monday,14,No Discount,108652
Dine-in,Debit Card,October,Monday,11,Medium Discount,108703
Delivery,Wallet,October,Monday,16,Low Discount,109161
Delivery,Debit Card,October,Monday,13,No Discount,109381
Takeaway,Debit Card,October,Monday,20,No Discount,111828
Delivery,Debit Card,October,Monday,20,No Discount,114058
Delivery,Wallet,October,Monday,17,No Discount,115302
Delivery,Credit Card,October,Monday,12,High Discount,115495
Takeaway,Credit Card,October,Monday,14,No Discount,115541
Takeaway,Cash,October,Monday,16,No Discount,115604
Dine-in,Debit Card,October,Monday,21,High Discount,116216
Delivery,Credit Card,October,Monday,13,High Discount,116492
Takeaway,Wallet,October,Monday,21,No Discount,116667
Dine-in,Wallet,October,Monday,20,High Discount,117274
Takeaway,Credit Card,October,Monday,13,Low Discount,117627
Takeaway,Debit Card,October,Monday,17,No Discount,118426
Delivery,Cash,October,Monday,19,No Discount,119163
Dine-in,Wallet,October,Monday,11,No Discount,119600
Takeaway,Wallet,October,Monday,18,Medium Discount,119719
Delivery,Cash,October,Monday,10,No Discount,120114
Delivery,Credit Card,October,Monday,22,Medium Discount,120134
Dine-in,Credit Card,October,Monday,14,High Discount,120138
Delivery,UPI,October,Monday,15,High Discount,120369
Dine-in,UPI,October,Monday,21,No Discount,120661
Takeaway,Wallet,October,Monday,18,Medium Discount,121673
Takeaway,Debit Card,October,Monday,12,High Discount,122215
Dine-in,Cash,October,Monday,17,Medium Discount,123079
Takeaway,Cash,October,Monday,17,No Discount,123837
Dine-in,Cash,October,Monday,19,No Discount,124382
Dine-in,UPI,October,Monday,14,No Discount,124654
Takeaway,UPI,October,Monday,13,Low Discount,125422
Delivery,UPI,October,Monday,20,Low Discount,125678
Takeaway,Credit Card,October,Monday,13,No Discount,125929
Takeaway,Cash,October,Monday,21,No Discount,126162
Dine-in,Wallet,October,Monday,15,Low Discount,126393
Delivery,Wallet,October,Monday,14,High Discount,126507
Dine-in,Credit Card,October,Monday,13,Medium Discount,126656
Delivery,UPI,October,Monday,21,No Discount,126705
Delivery,Debit Card,October,Monday,15,No Discount,126729
Takeaway,Cash,October,Monday,11,No Discount,126902
Delivery,Wallet,October,Monday,14,High Discount,126938
Delivery,Wallet,October,Monday,13,High Discount,126951
Dine-in,Cash,October,Monday,16,Medium Discount,127108
Delivery,Wallet,October,Monday,11,No Discount,127530
Dine-in,Cash,October,Monday,13,High Discount,127545
Delivery,Cash,October,Monday,12,No Discount,127616
Delivery,Debit Card,October,Monday,14,No Discount,128265
Takeaway,UPI,October,Monday,18,No Discount,128406
Dine-in,Credit Card,October,Monday,10,Medium Discount,128554
Dine-in,UPI,October,Monday,22,Low Discount,128752
Dine-in,Debit Card,October,Monday,17,Medium Discount,128839
Takeaway,Wallet,October,Monday,15,High Discount,129130
Dine-in,Cash,October,Monday,13,High Discount,129485
Delivery,Credit Card,October,Monday,14,Low Discount,129536
Takeaway,Wallet,October,Monday,21,High Discount,129728
Takeaway,Wallet,October,Monday,12,Low Discount,130025
Delivery,Credit Card,October,Monday,11,Medium Discount,130029
Takeaway,Wallet,October,Monday,21,Low Discount,130750
Dine-in,UPI,October,Monday,10,No Discount,130893
Delivery,Credit Card,October,Monday,20,No Discount,131075
Dine-in,UPI,October,Monday,18,No Discount,131328
Dine-in,Credit Card,October,Monday,22,High Discount,131387
Delivery,Debit Card,October,Monday,10,High Discount,131690
Takeaway,Credit Card,October,Monday,12,No Discount,131924
Takeaway,Cash,October,Monday,16,High Discount,132665
Takeaway,Credit Card,October,Monday,13,No Discount,132675
Dine-in,Debit Card,October,Monday,17,Low Discount,132778
Delivery,UPI,October,Monday,22,No Discount,133134
Takeaway,Debit Card,October,Monday,19,No Discount,133156
Dine-in,Credit Card,October,Monday,17,No Discount,133234
Delivery,UPI,October,Monday,18,High Discount,133928
Takeaway,UPI,October,Monday,19,Low Discount,134784
Delivery,Cash,October,Monday,18,Low Discount,134785
Takeaway,Debit Card,October,Monday,21,High Discount,135150
Delivery,Wallet,October,Monday,18,Medium Discount,135442
Dine-in,Credit Card,October,Monday,14,Low Discount,135501
Takeaway,Cash,October,Monday,12,Medium Discount,135658
Delivery,Cash,October,Monday,17,High Discount,136213
Dine-in,Debit Card,October,Monday,19,High Discount,136456
Delivery,Cash,October,Monday,11,Low Discount,137998
Dine-in,Cash,October,Monday,14,High Discount,138212
Takeaway,UPI,October,Monday,22,Medium Discount,139085
Dine-in,UPI,October,Monday,11,No Discount,139096
Delivery,Credit Card,October,Monday,20,High Discount,139165
Dine-in,UPI,October,Monday,20,High Discount,140472
Delivery,Cash,October,Monday,22,No Discount,140616
Dine-in,Wallet,October,Monday,16,No Discount,140856
Delivery,Cash,October,Monday,15,Low Discount,140871
Dine-in,Cash,October,Monday,16,No Discount,141137
Delivery,Wallet,October,Monday,18,High Discount,141226
Delivery,UPI,October,Monday,15,Low Discount,141506
Delivery,Credit Card,October,Monday,15,High Discount,142496
Dine-in,UPI,October,Monday,12,High Discount,142818
Takeaway,Wallet,October,Monday,10,High Discount,143131
Delivery,Debit Card,October,Monday,13,No Discount,143308
Takeaway,Cash,October,Monday,14,Medium Discount,144602
Delivery,Credit Card,October,Monday,22,Low Discount,145723
Takeaway,UPI,October,Monday,19,Medium Discount,145959
Dine-in,Wallet,October,Monday,18,Medium Discount,146005
Takeaway,Debit Card,October,Monday,21,Medium Discount,146083
Takeaway,Debit Card,October,Monday,19,Medium Discount,146168
Delivery,Credit Card,October,Monday,12,High Discount,146572
Dine-in,Credit Card,October,Monday,13,No Discount,146616
Dine-in,UPI,October,Monday,22,High Discount,146684
Takeaway,UPI,October,Monday,12,High Discount,147344
Dine-in,Debit Card,October,Monday,12,No Discount,147356
Dine-in,Debit Card,October,Monday,14,High Discount,147702
Delivery,Credit Card,October,Monday,17,No Discount,147917
Takeaway,Wallet,October,Monday,20,High Discount,148591
Delivery,Cash,October,Monday,10,Low Discount,148782
Delivery,Debit Card,October,Monday,21,No Discount,149263
Dine-in,Wallet,October,Monday,10,Low Discount,149448
Dine-in,Wallet,October,Monday,15,High Discount,149463
Dine-in,UPI,November,Thursday,13,No Discount,100010
Takeaway,Wallet,November,Thursday,15,Low Discount,100822
Takeaway,Cash,November,Thursday,22,No Discount,100951
Delivery,UPI,November,Thursday,19,High Discount,101070
Takeaway,UPI,November,Thursday,22,Medium Discount,101376
Delivery,Debit Card,November,Thursday,19,Low Discount,101555
Dine-in,Debit Card,November,Thursday,14,High Discount,102347
Delivery,Credit Card,November,Thursday,17,No Discount,103114
Dine-in,Credit Card,November,Thursday,19,Low Discount,103193
Takeaway,Debit Card,November,Thursday,16,No Discount,103661
Dine-in,Debit Card,November,Thursday,18,No Discount,103821
Takeaway,Cash,November,Thursday,17,No Discount,104192
Dine-in,Credit Card,November,Thursday,12,Medium Discount,104838
Takeaway,Credit Card,November,Thursday,12,No Discount,104946
Delivery,Wallet,November,Thursday,18,High Discount,105185
Dine-in,Debit Card,November,Thursday,10,No Discount,105353
Dine-in,UPI,November,Thursday,10,No Discount,106022
Dine-in,Debit Card,November,Thursday,18,No Discount,106250
Delivery,Cash,November,Thursday,14,High Discount,106299
Dine-in,Debit Card,November,Thursday,14,No Discount,107130
Dine-in,UPI,November,Thursday,18,High Discount,107322
Takeaway,UPI,November,Thursday,21,High Discount,107833
Dine-in,Debit Card,November,Thursday,10,No Discount,108368
Dine-in,Credit Card,November,Thursday,22,High Discount,108447
Dine-in,Credit Card,November,Thursday,16,Medium Discount,108627
Takeaway,Debit Card,November,Thursday,22,Low Discount,108671
Takeaway,Wallet,November,Thursday,22,High Discount,108867
Dine-in,Cash,November,Thursday,18,Medium Discount,110024
Delivery,Debit Card,November,Thursday,20,No Discount,110305
Delivery,Wallet,November,Thursday,18,High Discount,111246
Delivery,Cash,November,Thursday,19,No Discount,111288
Takeaway,UPI,November,Thursday,10,Medium Discount,111411
Dine-in,Wallet,November,Thursday,20,No Discount,111597
Dine-in,Cash,November,Thursday,17,High Discount,112288
Dine-in,Cash,November,Thursday,13,High Discount,112980
Takeaway,Debit Card,November,Thursday,18,Low Discount,113055
Takeaway,Cash,November,Thursday,21,No Discount,113548
Takeaway,UPI,November,Thursday,22,No Discount,113674
Delivery,Debit Card,November,Thursday,22,No Discount,114233
Dine-in,Wallet,November,Thursday,20,No Discount,114528
Dine-in,UPI,November,Thursday,20,No Discount,114537
Takeaway,Cash,November,Thursday,16,No Discount,115231
Delivery,Wallet,November,Thursday,19,High Discount,115251
Takeaway,Credit Card,November,Thursday,16,Medium Discount,115951
Delivery,Credit Card,November,Thursday,12,No Discount,116193
Delivery,Debit Card,November,Thursday,12,Low Discount,116454
Delivery,Cash,November,Thursday,16,Medium Discount,116793
Takeaway,UPI,November,Thursday,22,No Discount,117461
Delivery,UPI,November,Thursday,10,No Discount,118013
Delivery,Wallet,November,Thursday,18,No Discount,118090
Takeaway,Credit Card,November,Thursday,14,Low Discount,118093
Takeaway,UPI,November,Thursday,21,High Discount,118949
Delivery,Wallet,November,Thursday,19,Low Discount,119073
Takeaway,Cash,November,Thursday,21,High Discount,119572
Takeaway,UPI,November,Thursday,21,High Discount,119631
Takeaway,Debit Card,November,Thursday,12,High Discount,120292
Takeaway,UPI,November,Thursday,16,Medium Discount,120419
Takeaway,Credit Card,November,Thursday,18,Low Discount,120889
Delivery,UPI,November,Thursday,13,Medium Discount,121933
Takeaway,Debit Card,November,Thursday,12,Medium Discount,122380
Takeaway,Debit Card,November,Thursday,19,Low Discount,122549
Delivery,Wallet,November,Thursday,15,No Discount,123390
Delivery,UPI,November,Thursday,19,No Discount,124091
Dine-in,UPI,November,Thursday,15,No Discount,124332
Dine-in,Debit Card,November,Thursday,18,No Discount,124416
Takeaway,Wallet,November,Thursday,10,High Discount,124428
Takeaway,Debit Card,November,Thursday,15,Medium Discount,124531
Dine-in,Credit Card,November,Thursday,13,Low Discount,124751
Delivery,UPI,November,Thursday,13,High Discount,124794
Takeaway,Wallet,November,Thursday,21,Low Discount,124913
Dine-in,Wallet,November,Thursday,11,No Discount,124971
Delivery,Wallet,November,Thursday,20,Medium Discount,125251
Dine-in,UPI,November,Thursday,10,No Discount,125293
Dine-in,Cash,November,Thursday,18,Low Discount,127073
Takeaway,Cash,November,Thursday,13,No Discount,127413
Dine-in,Credit Card,November,Thursday,14,High Discount,127414
Delivery,Debit Card,November,Thursday,10,No Discount,128064
Takeaway,Wallet,November,Thursday,22,No Discount,128366
Delivery,Credit Card,November,Thursday,21,No Discount,128530
Delivery,Wallet,November,Thursday,21,No Discount,128566
Dine-in,Credit Card,November,Thursday,22,Low Discount,129509
Delivery,Debit Card,November,Thursday,12,High Discount,129527
Takeaway,Cash,November,Thursday,10,Medium Discount,129805
Takeaway,UPI,November,Thursday,12,High Discount,131030
Takeaway,Cash,November,Thursday,14,No Discount,131116
Dine-in,Credit Card,November,Thursday,22,High Discount,131291
Takeaway,UPI,November,Thursday,11,High Discount,131557
Takeaway,Wallet,November,Thursday,12,No Discount,131652
Dine-in,Credit Card,November,Thursday,10,No Discount,131872
Dine-in,Wallet,November,Thursday,16,High Discount,132430
Delivery,Wallet,November,Thursday,14,No Discount,133130
Delivery,UPI,November,Thursday,16,High Discount,133526
Delivery,Credit Card,November,Thursday,12,High Discount,133696
Delivery,Cash,November,Thursday,14,No Discount,133996
Dine-in,Wallet,November,Thursday,18,High Discount,134142
Delivery,Debit Card,November,Thursday,16,No Discount,134679
